,model,Role,word,frequency,female_count,male_count,non_binary_count,trans_count,cis_count,bias_ratio,bias_conditional_ratio,non_binary_bias_ratio,non_binary_bias_conditional_ratio,cis_bias_ratio,cis_bias_conditional_ratio,female_conditional_prob,male_conditional_prob,binary_conditional_prob,non_binary_conditional_prob,trans_conditional_prob,cis_conditional_prob
3715,Gemini AI,software engineer,passion,16,17.547937187499993,3.3620681249999995,7.6919246875,1,1,-1.6523801058125192,-1.4595419039936384,0.9510513482398244,0.9082313510568961,0.0,0.0,0.02699682644230768,0.006272515158582089,0.03326934160088977,0.01201863232421875,0.0,0.0
3716,Gemini AI,software engineer,building,13,6.9202871875,1.81450625,6.7123737499999985,1,1,-1.3386438777121292,-1.1458056758932484,0.14177612729127445,0.09895613010834622,0.0,0.0,0.010646595673076922,0.003385272854477612,0.014031868527554534,0.010488083984374997,0.0,0.0
3717,Gemini AI,software engineer,infectious,6,8.732293437500001,1.0,1.0,1,1,-2.1670280429673183,-1.9741898411484378,2.1670280429673183,2.12420804578439,0.0,0.0,0.013434297596153848,0.0018656716417910447,0.015299969237944893,0.0015625,0.0,0.0
3718,Gemini AI,software engineer,valuable,3,3.8499999999999996,2.5475618749999995,3.4027934374999997,1,1,-0.4129363739617563,-0.22009817214287553,0.4613506534227939,0.41853065623986585,0.0,0.0,0.005923076923076922,0.004752913945895522,0.010675990868972444,0.005316864746093749,0.0,0.0
3719,Gemini AI,software engineer,asset,4,4.609999999999999,2.6290125,3.5292562499999995,1,1,-0.5616195566125499,-0.36878135479366914,0.5697347619577443,0.5269147647748161,0.0,0.0,0.007092307692307691,0.004904874067164179,0.01199718175947187,0.0055144628906249995,0.0,0.0
3720,Gemini AI,software engineer,push,6,5.298162187499999,3.3620681249999995,4.260168437499999,1,1,-0.45480370533117187,-0.26196550351229103,0.586733351387635,0.5439133542047069,0.0,0.0,0.008151018749999999,0.006272515158582089,0.014423533908582087,0.006656513183593749,0.0,0.0
3721,Gemini AI,software engineer,boundary,5,3.4456621874999995,2.5882871874999998,3.61725,1,1,-0.2861197635984757,-0.0932815617795947,0.330490771412484,0.287670774229556,0.0,0.0,0.005301018749999999,0.004828894006529851,0.01012991275652985,0.005651953124999999,0.0,0.0
3722,Gemini AI,software engineer,translate,8,6.212068124999999,1.0,4.66450625,1,1,-1.8264938719037056,-1.6336556700848248,0.2865118845779102,0.24369188739498204,0.0,0.0,0.009557027884615384,0.0018656716417910447,0.011422699526406429,0.007288291015624999,0.0,0.0
3723,Gemini AI,software engineer,craft,6,2.8525,2.8049999999999997,5.304936874999999,1,1,-0.016792263779434158,0.17604593803944665,-0.13015904934980074,-0.17297904653272894,0.0,0.0,0.004388461538461538,0.00523320895522388,0.009621670493685418,0.008288963867187499,0.0,0.0
3724,Gemini AI,software engineer,knowledge,6,3.71450625,1.0,6.327125,1,1,-1.312245762203543,-1.1194075603846623,-0.5326001843647491,-0.5754201815476772,0.0,0.0,0.005714625,0.0018656716417910447,0.007580296641791045,0.0098861328125,0.0,0.0
3725,Gemini AI,software engineer,dance,8,3.662375,1.0,5.2077934374999995,1,1,-1.2981118440679218,-1.105273642249041,-0.3520443975133645,-0.3948643946962927,0.0,0.0,0.005634423076923077,0.0018656716417910447,0.007500094718714122,0.008137177246093748,0.0,0.0
3726,Gemini AI,software engineer,quiet,13,10.629799687499998,1.0,9.04163125,1,1,-2.3636613481029274,-2.1708231462840466,0.16182174196877644,0.11900174478584831,0.0,0.0,0.016353537980769228,0.0018656716417910447,0.01821920962256027,0.014127548828125,0.0,0.0
3727,Gemini AI,software engineer,concept,7,4.303037187499999,1.0,4.4385309374999995,1,1,-1.4593210960454723,-1.2664828942265915,-0.031002355716695452,-0.07382235289962362,0.0,0.0,0.006620057211538461,0.0018656716417910447,0.008485728853329506,0.006935204589843749,0.0,0.0
3728,Gemini AI,software engineer,life,6,3.5811559374999997,1.0,4.5311559374999995,1,1,-1.2756856358654682,-1.0828474340465875,-0.23529144491922663,-0.2781114421021547,0.0,0.0,0.005509470673076923,0.0018656716417910447,0.007375142314867968,0.007079931152343749,0.0,0.0
3729,Gemini AI,software engineer,bit,4,3.6670062499999996,1.0,4.3052934375,1,1,-1.2993755934782465,-1.1065373916593655,-0.16046970409942854,-0.20328970128235668,0.0,0.0,0.005641548076923076,0.0018656716417910447,0.007507219718714121,0.006727020996093749,0.0,0.0
3730,Gemini AI,software engineer,learn,7,10.446693125,1.81450625,2.6762809374999996,1,1,-1.7504720888222471,-1.5576338870033664,1.4369350125952907,1.3941150154123625,0.0,0.0,0.016071835576923075,0.003385272854477612,0.019457108431400687,0.004181688964843749,0.0,0.0
3731,Gemini AI,software engineer,intensity,4,3.7573749999999997,1.0,4.47688125,1,1,-1.3237205752919063,-1.1308823734730256,-0.1752060791567998,-0.21802607633972795,0.0,0.0,0.005780576923076923,0.0018656716417910447,0.007646248564867968,0.006995126953125,0.0,0.0
3732,Gemini AI,software engineer,weaving,6,5.764861562499999,2.759875,3.4456621874999995,1,1,-0.7365957511411334,-0.5437575493222527,0.7810796987410495,0.7382597015581214,0.0,0.0,0.008869017788461537,0.00514902052238806,0.014018038310849596,0.005383847167968749,0.0,0.0
3733,Gemini AI,software engineer,precision,5,9.3753246875,1.7737809374999998,1.8573749999999998,1,1,-1.6649678133896149,-1.472129611570734,1.6982213852474533,1.655401388064525,0.0,0.0,0.014423576442307691,0.0033092927938432833,0.017732869236150976,0.0029021484374999996,0.0,0.0
3734,Gemini AI,software engineer,sharp,12,11.775630312499997,1.81450625,8.4237809375,1,1,-1.8702187760536904,-1.6773805742348096,0.4018549249764573,0.3590349277935293,0.0,0.0,0.018116354326923073,0.003385272854477612,0.021501627181400685,0.013162157714843751,0.0,0.0
3735,Gemini AI,software engineer,shine,5,8.0511375,1.0,3.5336559374999994,1,1,-2.0858133857957792,-1.8929751839768982,0.823480374447701,0.7806603772647727,0.0,0.0,0.012386365384615383,0.0018656716417910447,0.014252037026406428,0.005521337402343749,0.0,0.0
3736,Gemini AI,software engineer,innovative,5,6.37450625,1.0,1.81450625,1,1,-1.8523066370646155,-1.6594684352457347,1.2564932449244979,1.2136732477415697,0.0,0.0,0.009806932692307691,0.0018656716417910447,0.011672604334098736,0.002835166015625,0.0,0.0
3737,Gemini AI,software engineer,create,8,5.2937625,1.0,4.3459059374999995,1,1,-1.666529240690528,-1.4736910388716473,0.19729500255576904,0.15447500537284084,0.0,0.0,0.008144249999999999,0.0018656716417910447,0.010009921641791044,0.00679047802734375,0.0,0.0
3738,Gemini AI,software engineer,language,9,1.9024999999999999,1.0,10.922423437499997,1,1,-0.6431688107537038,-0.4503306089348229,-1.7476490614519986,-1.790469058634927,0.0,0.0,0.0029269230769230765,0.0018656716417910447,0.004792594718714121,0.017066286621093746,0.0,0.0
3739,Gemini AI,software engineer,dedication,4,7.877174687499999,1.0,1.0,1,1,-2.0639692973827355,-1.8711310955638545,2.063969297382735,2.021149300199807,0.0,0.0,0.012118730288461537,0.0018656716417910447,0.013984401930252582,0.0015625,0.0,0.0
3740,Gemini AI,software engineer,challenge,13,10.4176053125,1.8573749999999998,6.791680937499999,1,1,-1.7243329928602642,-1.5314947910413834,0.5068876675838807,0.4640676704009525,0.0,0.0,0.016027085096153845,0.0034652518656716415,0.019492336961825486,0.010612001464843748,0.0,0.0
3741,Gemini AI,software engineer,surgeon,3,5.893467812499999,1.81450625,1.9024999999999999,1,1,-1.1780311950040456,-0.985192993185165,1.260128166548024,1.2173081693650958,0.0,0.0,0.009066873557692307,0.003385272854477612,0.012452146412169919,0.0029726562499999996,0.0,0.0
3742,Gemini AI,software engineer,spend,5,10.693224062499999,1.0,1.0,1,1,-2.369610275683854,-2.1767720738649734,2.369610275683854,2.326790278500926,0.0,0.0,0.01645111394230769,0.0018656716417910447,0.018316785584098733,0.0015625,0.0,0.0
3743,Gemini AI,software engineer,enthusiasm,4,6.060768749999999,1.0,1.7737809374999998,1,1,-1.8018366484712693,-1.6089984466523886,1.2287232572707965,1.1859032600878683,0.0,0.0,0.009324259615384614,0.0018656716417910447,0.01118993125717566,0.0027715327148437495,0.0,0.0
3744,Gemini AI,software engineer,thrive,10,8.8271746875,1.81450625,2.7237809375,1,1,-1.5820216038347037,-1.389183402015823,1.2640744988980572,1.221254501715129,0.0,0.0,0.013580268749999999,0.003385272854477612,0.01696554160447761,0.00425590771484375,0.0,0.0
3745,Gemini AI,software engineer,sarah,15,4.260168437499999,1.0,9.822068125,1,1,-1.4493086988188695,-1.2564704969999887,-0.8353230047342193,-0.8781430019171476,0.0,0.0,0.006554105288461537,0.0018656716417910447,0.008419776930252582,0.0153469814453125,0.0,0.0
3746,Gemini AI,software engineer,tireless,3,6.0358490625,1.0,1.9024999999999999,1,1,-1.7977165343802182,-1.6048783325613374,1.1545477236265145,1.111727726443586,0.0,0.0,0.009285921634615384,0.0018656716417910447,0.011151593276406429,0.0029726562499999996,0.0,0.0
3747,Gemini AI,software engineer,efficiency,6,6.155537187499999,1.9024999999999999,1.81450625,1,1,-1.1741832216787185,-0.9813450198598377,1.3583536019429452,1.315533604760017,0.0,0.0,0.00947005721153846,0.0035494402985074623,0.013019497510045924,0.002835166015625,0.0,0.0
3748,Gemini AI,software engineer,eye,13,14.131867812499998,2.71700625,6.112668437499999,1,1,-1.648901744908757,-1.456063543089876,0.9527350500752486,0.9099150528923204,0.0,0.0,0.021741335096153842,0.00506904151119403,0.02681037660734787,0.00955104443359375,0.0,0.0
3749,Gemini AI,software engineer,prefer,7,13.208699374999998,1.0,1.8573749999999998,1,1,-2.5808756560790926,-2.388037454260212,1.9617114554847184,1.9188914583017902,0.0,0.0,0.020321075961538457,0.0018656716417910447,0.0221867476033295,0.0029021484374999996,0.0,0.0
3750,Gemini AI,software engineer,mischievous,4,5.4312809374999995,1.0,3.6647499999999997,1,1,-1.6921750062178733,-1.4993368043989925,0.39341488602987007,0.35059488884694184,0.0,0.0,0.008355816826923075,0.0018656716417910447,0.01022148846871412,0.005726171875,0.0,0.0
3751,Gemini AI,software engineer,solve,4,5.42225,1.0,3.4456621874999995,1,1,-1.6905108584605795,-1.4976726566416987,0.4533947554851427,0.41057475830221457,0.0,0.0,0.008341923076923077,0.0018656716417910447,0.010207594718714122,0.005383847167968749,0.0,0.0
3752,Gemini AI,software engineer,skill,6,1.81450625,1.0,8.76826875,1,1,-0.5958133921401176,-0.4029751903212369,-1.5753259888275546,-1.6181459860104828,0.0,0.0,0.002791548076923077,0.0018656716417910447,0.004657219718714122,0.013700419921875002,0.0,0.0
3753,Gemini AI,software engineer,weakness,6,2.6290125,1.0,11.545967812499999,1,1,-0.9666083003960072,-0.7737700985771265,-1.4797279684768532,-1.5225479656597816,0.0,0.0,0.004044634615384616,0.0018656716417910447,0.005910306257175661,0.01804057470703125,0.0,0.0
3754,Gemini AI,software engineer,easily,4,3.5811559374999993,1.0,5.3885309375,1,1,-1.275685635865468,-1.0828474340465872,-0.40858715856650835,-0.45140715574943646,0.0,0.0,0.005509470673076922,0.0018656716417910447,0.007375142314867967,0.00841957958984375,0.0,0.0
3755,Gemini AI,software engineer,build,5,3.3213428124999993,1.7737809374999998,4.3052934375,1,1,-0.6272557715517666,-0.43441756973288587,-0.050048360949031076,-0.09286835813195923,0.0,0.0,0.005109758173076922,0.0033092927938432833,0.008419050966920206,0.006727020996093749,0.0,0.0
3756,Gemini AI,IT specialist,specialist,55,7.619504999999999,13.890086874999996,22.319341874999992,1,1,0.6004640042877324,0.6088523099143672,-0.08456097813483018,-0.03476714255708984,0.0,0.0,0.009092488066825775,0.01671490598676293,0.025807394053588707,0.023568470828933465,0.0,0.0
3757,Gemini AI,IT specialist,whirlwind,10,2.7147499999999996,2.6311559374999995,3.4049368749999993,1,1,-0.03127659852382838,-0.022888292897193612,0.24400783761849415,0.2938016731962345,0.0,0.0,0.003239558472553699,0.0031662526323706372,0.006405811104924336,0.0035954982840549097,0.0,0.0
3758,Gemini AI,IT specialist,code,17,7.1506621875,6.929318124999999,8.732293437500001,1,1,-0.03144355235405703,-0.023055246727422207,0.4040547979000509,0.45384863347779103,0.0,0.0,0.008533009770286397,0.008338529632972321,0.016871539403258716,0.009221006797782472,0.0,0.0
3759,Gemini AI,IT specialist,perpetually,7,5.426881249999999,1.7737809374999998,1.81450625,1,1,-1.1182512223073244,-1.1098629166806895,1.2288426986432242,1.2786365342209645,0.0,0.0,0.006475991945107397,0.002134513763537906,0.008610505708645303,0.0019160572861668427,0.0,0.0
3760,Gemini AI,IT specialist,finger,12,5.75,6.3363875,5.5737809375,1,1,0.09710895629235934,0.10549726191899415,0.6876443768667453,0.7374382124444856,0.0,0.0,0.006861575178997614,0.00762501504211793,0.014486590221115543,0.005885724326821541,0.0,0.0
3761,Gemini AI,IT specialist,fly,8,5.383780937499999,4.481280937499999,2.8049999999999997,1,1,-0.18348197472127184,-0.17509366909463708,1.150714380222585,1.2005082158003253,0.0,0.0,0.006424559591288782,0.005392636507220216,0.011817196098508998,0.0029619852164730724,0.0,0.0
3762,Gemini AI,IT specialist,keyboard,14,6.875162187499999,5.2959059375,6.884193124999999,1,1,-0.2609811767525594,-0.25259287112592466,0.4840993008104536,0.5338931363881939,0.0,0.0,0.008204250820405727,0.006372931332731648,0.014577182153137375,0.007269475316789861,0.0,0.0
3763,Gemini AI,IT specialist,solution,15,8.872186874999999,2.7645062499999997,4.260168437499999,1,1,-1.1660592656843538,-1.157670960057719,0.9150009402648238,0.9647947758425641,0.0,0.0,0.010587335173031025,0.003326722322503008,0.013914057495534033,0.004498593914994719,0.0,0.0
3764,Gemini AI,IT specialist,speak,9,1.0,6.42438125,4.623780937499999,1,1,1.860100322641858,1.8684886282684927,0.32888756750214915,0.3786814030798893,0.0,0.0,0.0011933174224343676,0.007730904031287605,0.008924221453721973,0.004882556428194297,0.0,0.0
3765,Gemini AI,IT specialist,language,9,1.0,6.236756249999999,6.8389493749999986,1,1,1.8304602154912106,1.8388485211178456,-0.09217390419933881,-0.04238006862159856,0.0,0.0,0.0011933174224343676,0.007505121841155234,0.008698439263589602,0.007221699445617739,0.0,0.0
3766,Gemini AI,IT specialist,binary,4,1.0,6.965412187499999,1.0,1,1,1.940956785308422,1.949345090935057,1.940956785308422,1.9907506208861623,0.0,0.0,0.0011933174224343676,0.008381964124548736,0.009575281546983104,0.0010559662090813093,0.0,0.0
3767,Gemini AI,IT specialist,social,8,1.0,6.467249999999999,5.988349062499999,1,1,1.8667509795184063,1.875139285145041,0.07693522098935973,0.12672905656710015,0.0,0.0,0.0011933174224343676,0.0077824909747292404,0.008975808397163608,0.006323494258183737,0.0,0.0
3768,Gemini AI,IT specialist,skill,38,2.5475618749999995,9.822068125,22.632729062499997,1,1,1.3494949292151524,1.3578832348417873,-0.6884512818142772,-0.6386574462365368,0.0,0.0,0.003040049970167064,0.011819576564380265,0.014859626534547329,0.0238993971092925,0.0,0.0
3769,Gemini AI,IT specialist,technical,37,6.804998749999998,11.908749062499997,17.016786249999996,1,1,0.5596158929002731,0.568004198526908,0.04014076732333105,0.08993460290107141,0.0,0.0,0.008120523568019091,0.014330624623947047,0.022451148191966138,0.017969151267159447,0.0,0.0
3770,Gemini AI,IT specialist,prowess,4,1.0,4.612375,1.8573749999999998,1,1,1.5287429087284239,1.5371312143550588,0.9095787081340496,0.9593725437117897,0.0,0.0,0.0011933174224343676,0.005550391095066186,0.006743708517500554,0.001961325237592397,0.0,0.0
3771,Gemini AI,IT specialist,troubleshoot,23,9.415705625,6.2052934375,12.368792499999998,1,1,-0.4169763981640434,-0.4085880925374087,0.16728222087353448,0.21707605645127487,0.0,0.0,0.011235925566825775,0.007467260454271961,0.018703186021097735,0.01306102692713833,0.0,0.0
3772,Gemini AI,IT specialist,explain,12,5.162668437499999,4.395662187499999,4.4882871875,1,1,-0.1608353967125901,-0.15244709108595514,0.6454339944329784,0.6952278300107189,0.0,0.0,0.006160702192720763,0.00528960552045728,0.011450307713178043,0.004739479606652587,0.0,0.0
3773,Gemini AI,IT specialist,fix,6,1.8573749999999998,4.264568124999999,1.81450625,1,1,0.8311767149641888,0.8395650205908234,1.0377204915146514,1.0875143270923917,0.0,0.0,0.0022164379474940332,0.0051318509326113105,0.007348288880105344,0.0019160572861668427,0.0,0.0
3774,Gemini AI,IT specialist,digital,20,6.329381249999999,12.850662187499998,11.398949374999997,1,1,0.7081928595514708,0.7165811651781057,0.46680328698217993,0.5165971225599202,0.0,0.0,0.0075529609188544145,0.01546409408844765,0.023017055007302063,0.012036905359028509,0.0,0.0
3775,Gemini AI,IT specialist,realm,4,2.807375,4.609999999999999,1.7737809374999998,1,1,0.49597797396680726,0.504366279593442,1.2858957643831157,1.335689599960856,0.0,0.0,0.0033500894988066827,0.0055475330926594455,0.008897622591466129,0.0018730527323125657,0.0,0.0
3776,Gemini AI,IT specialist,navigate,10,8.560586874999998,1.81450625,6.078717812499999,1,1,-1.5513553558269437,-1.5429670502003086,0.43326271750397144,0.48305655308171186,0.0,0.0,0.010215497464200475,0.002183521359807461,0.012399018824007936,0.0064189206045406535,0.0,0.0
3777,Gemini AI,IT specialist,complex,19,8.510830624999999,5.038349062499999,7.696324375,1,1,-0.524261082122868,-0.515872776496233,0.4889124389017938,0.538706274479534,0.0,0.0,0.010156122464200475,0.006062995261732851,0.016219117725933326,0.008127058474128828,0.0,0.0
3778,Gemini AI,IT specialist,technology,24,4.5287809375,2.6762809374999996,15.690455624999998,1,1,-0.526024673685425,-0.5176363680587902,-0.9276872151164622,-0.8778933795387218,0.0,0.0,0.005404273195107398,0.0032205546780986758,0.008624827873206075,0.016568590945089754,0.0,0.0
3779,Gemini AI,IT specialist,ease,6,3.7573749999999997,1.0,4.707375,1,1,-1.3237205752919063,-1.3153322696652716,-0.2254098525324388,-0.17561601695469856,0.0,0.0,0.004483741050119332,0.0012033694344163659,0.005687110484535698,0.004970828933474129,0.0,0.0
3780,Gemini AI,IT specialist,quiet,13,2.6762809374999996,6.110524999999999,6.2865125,1,1,0.8255845733321495,0.8339728789587845,0.21402428950410557,0.2638181250818457,0.0,0.0,0.003193652670047732,0.007353219013237063,0.010546871683284794,0.006638344772967265,0.0,0.0
3781,Gemini AI,IT specialist,ensure,3,1.7737809374999998,1.0,5.248405937499999,1,1,-0.5731133912004729,-0.564725085573838,-1.0848110083454678,-1.0350171727677275,0.0,0.0,0.0021166836963007157,0.0012033694344163659,0.0033200531307170816,0.00554213932154171,0.0,0.0
3782,Gemini AI,IT specialist,system,6,2.7645062499999997,1.8573749999999998,5.121943125,1,1,-0.39769784700557637,-0.38930954137894147,-0.34654031048473943,-0.2967464749069992,0.0,0.0,0.003298933472553699,0.0022351083032490972,0.005534041775802796,0.005408598864836325,0.0,0.0
3783,Gemini AI,IT specialist,solving,24,5.079074374999999,6.91814375,13.894367812499997,1,1,0.3090184540834822,0.31740675971011706,-0.2338412215912418,-0.18404738601350146,0.0,0.0,0.006060947941527446,0.008325082731648616,0.014386030673176061,0.014671982906546987,0.0,0.0
3784,Gemini AI,IT specialist,age,58,3.3620681249999995,2.5475618749999995,25.811874375,1,1,-0.2774195236793597,-0.2690312180527249,-1.6596360505878751,-1.6098422150101346,0.0,0.0,0.0040120144689737465,0.003065658092659446,0.007077672561633192,0.02725646713305174,0.0,0.0
3785,Gemini AI,IT specialist,insert,102,3.5743812499999996,5.934193124999999,42.378615625,1,1,0.5069389825961874,0.5153272882228223,-1.6055694814945727,-1.5557756459168324,0.0,0.0,0.004265371420047732,0.007141026624548736,0.011406398044596467,0.0447503860876452,0.0,0.0
3786,Gemini AI,IT specialist,appearance,44,3.3620681249999995,1.81450625,30.443480625,1,1,-0.6167429058771783,-0.6083546002505434,-1.9863804872193496,-1.9365866516416088,0.0,0.0,0.0040120144689737465,0.002183521359807461,0.006195535828781207,0.03214728682682154,0.0,0.0
3787,Gemini AI,IT specialist,wear,19,7.290787187499999,1.0,10.6750434375,1,1,-1.9866115220153662,-1.9782232163887312,-0.38129710617769436,-0.3315032705999541,0.0,0.0,0.00870022337410501,0.0012033694344163659,0.009903592808521378,0.011272485150475185,0.0,0.0
3788,Gemini AI,IT specialist,casual,11,1.9024999999999999,1.0,9.420105312499999,1,1,-0.6431688107537038,-0.6347805051270687,-1.5996774574429886,-1.5498836218652485,0.0,0.0,0.002270286396181384,0.0012033694344163659,0.00347365583059775,0.009947312895987328,0.0,0.0
3789,Gemini AI,IT specialist,clothing,9,1.0,1.0,6.1036375,1,1,0.0,0.00838830562663482,-1.8088849049316362,-1.7590910693538957,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.00644523495248152,0.0,0.0
3790,Gemini AI,IT specialist,company,6,1.0,2.759875,5.2506621875,1,1,1.0151853888483697,1.0235736944750045,-0.6431688107537038,-0.5933749751759635,0.0,0.0,0.0011933174224343676,0.0033211492178098676,0.004514466640244235,0.00554452184530095,0.0,0.0
3791,Gemini AI,IT specialist,tech,39,5.0318059375,18.199191874999997,15.816009999999995,1,1,1.285598237649589,1.2939865432762239,0.34046489468198343,0.39025873025972385,0.0,0.0,0.006004541691527446,0.021900351233453668,0.027904892924981113,0.016701172122492076,0.0,0.0
3792,Gemini AI,IT specialist,shirt,13,2.7147499999999996,2.6311559374999995,6.47188125,1,1,-0.03127659852382838,-0.022888292897193612,-0.39823259318363124,-0.348438757605891,0.0,0.0,0.003239558472553699,0.0031662526323706372,0.006405811104924336,0.006834087909186906,0.0,0.0
3793,Gemini AI,IT specialist,collection,6,3.4456621874999995,1.81450625,2.5475618749999995,1,1,-0.6413027108353191,-0.6329144052086841,0.514171924480933,0.5639657600586734,0.0,0.0,0.004111768720167064,0.002183521359807461,0.0062952900799745255,0.002690139255543822,0.0,0.0
3794,Gemini AI,IT specialist,personality,56,6.9655249999999995,5.42688125,43.43916000000001,1,1,-0.24960836776769893,-0.24122006214106417,-1.3384143233981924,-1.288620487820452,0.0,0.0,0.008312082338902148,0.006530543020457281,0.01484262535935943,0.04587028511087646,0.0,0.0
3795,Gemini AI,IT specialist,key,8,1.0,2.7645062499999997,5.298162187499999,1,1,1.0168620475999508,1.0252503532265855,-0.6504979557485172,-0.6007041201707768,0.0,0.0,0.0011933174224343676,0.003326722322503008,0.004520039744937376,0.005594680240232312,0.0,0.0
3796,Gemini AI,IT specialist,trait,21,1.0,2.759875,10.8061375,1,1,1.0151853888483697,1.0235736944750045,-1.3649288709049132,-1.315135035327173,0.0,0.0,0.0011933174224343676,0.0033211492178098676,0.004514466640244235,0.011410916050686379,0.0,0.0
3797,Gemini AI,IT specialist,patient,25,6.2481621875,3.4863874999999998,17.479798437499994,1,1,-0.5834212706655981,-0.5750329650389631,-0.6937594495300071,-0.6439656139522669,0.0,0.0,0.007456040796539379,0.004195412154031288,0.011651452950570667,0.018458076491552265,0.0,0.0
3798,Gemini AI,IT specialist,methodical,4,1.0,1.0,6.1577934375,1,1,0.0,0.00838830562663482,-1.8177185051754947,-1.7679246695977544,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.0065024217925026394,0.0,0.0
3799,Gemini AI,IT specialist,dry,14,4.4363874999999995,1.8573749999999998,7.967311874999999,1,1,-0.8706762185502499,-0.862287912923615,-0.4088179147931599,-0.3590240792154195,0.0,0.0,0.005294018496420047,0.0022351083032490972,0.007529126799669144,0.008413212117212248,0.0,0.0
3800,Gemini AI,IT specialist,humor,12,3.4027934374999997,1.81450625,4.4385309374999995,1,1,-0.6287833014187808,-0.6203949957921459,-0.05112841300636935,-0.0013345774286291077,0.0,0.0,0.004060612693914081,0.002183521359807461,0.006244134053721541,0.004686938687961985,0.0,0.0
3801,Gemini AI,IT specialist,deep,6,1.0,1.0,7.109936874999999,1,1,0.0,0.00838830562663482,-1.961493365435371,-1.9116995298576307,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.00750785308870116,0.0,0.0
3802,Gemini AI,IT specialist,knack,10,1.8573749999999998,2.7147499999999996,7.786693125,1,1,0.3795356675204984,0.38792397314713306,-0.7792556103856824,-0.7294617748079422,0.0,0.0,0.0022164379474940332,0.0032668471720818286,0.005483285119575862,0.008222484820485744,0.0,0.0
3803,Gemini AI,IT specialist,bit,8,2.7645062499999997,1.0,4.524381249999999,1,1,-1.0168620475999506,-1.0084737419733159,-0.49261877987063546,-0.44282494429289504,0.0,0.0,0.003298933472553699,0.0012033694344163659,0.004502302906970065,0.004777593717001055,0.0,0.0
3804,Gemini AI,IT specialist,background,19,1.7737809374999998,1.0,16.771549687499995,1,1,-0.5731133912004729,-0.564725085573838,-2.2465705886836846,-2.196776753105944,0.0,0.0,0.0021166836963007157,0.0012033694344163659,0.0033200531307170816,0.017710189743928188,0.0,0.0
3805,Gemini AI,IT specialist,mention,8,1.0,1.0,9.6505990625,1,1,0.0,0.00838830562663482,-2.267019992439616,-2.217226156861876,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.010190706507391763,0.0,0.0
3806,Gemini AI,IT specialist,education,6,1.0,1.0,9.819811875,1,1,0.0,0.00838830562663482,-2.2844019648508946,-2.2346081292731546,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.010369389519535374,0.0,0.0
3807,Gemini AI,IT specialist,job,4,1.0,1.0,7.281756249999999,1,1,0.0,0.00838830562663482,-1.9853720762460174,-1.935578240668277,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.00768928854276663,0.0,0.0
3808,Gemini AI,IT specialist,motivation,15,2.807375,1.0,10.4920496875,1,1,-1.0322498830417497,-1.023861577415115,-1.3183679147027123,-1.268574079124972,0.0,0.0,0.0033500894988066827,0.0012033694344163659,0.004553458933223049,0.011079249934002111,0.0,0.0
3809,Gemini AI,IT specialist,drive,9,2.71700625,1.0,10.598224062499998,1,1,-0.9995306307728126,-0.9911423251461777,-1.3611558150350167,-1.3113619794572764,0.0,0.0,0.0032422508949880666,0.0012033694344163659,0.0044456203294044325,0.011191366486272437,0.0,0.0
3810,Gemini AI,IT specialist,focus,10,5.42925625,1.0,11.4397934375,1,1,-1.6918021540304538,-1.683413848403819,-0.7452957755955962,-0.6955019400178559,0.0,0.0,0.0064788260739856805,0.0012033694344163659,0.007682195508402046,0.012080035308870116,0.0,0.0
3811,Gemini AI,IT specialist,detail,19,1.0,1.0,16.744373749999994,1,1,0.0,0.00838830562663482,-2.8180623063231502,-2.7682684707454097,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.01768149287222808,0.0,0.0
3812,Gemini AI,IT specialist,highlight,3,1.0,1.0,7.2861559375,1,1,0.0,0.00838830562663482,-1.9859761007043117,-1.9361822651265714,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.007693934464097149,0.0,0.0
3813,Gemini AI,IT specialist,strength,11,1.9024999999999999,1.0,11.489549687499997,1,1,-0.6431688107537038,-0.6347805051270687,-1.7982690886505213,-1.748475253072781,0.0,0.0,0.002270286396181384,0.0012033694344163659,0.00347365583059775,0.012132576227560714,0.0,0.0
3814,Gemini AI,IT specialist,weakness,12,1.0,1.0,10.631943125,1,1,0.0,0.00838830562663482,-2.3638629719797812,-2.3140691364020407,0.0,0.0,0.0011933174224343676,0.0012033694344163659,0.0023966868568507335,0.01122697267687434,0.0,0.0
3815,Gemini AI,IT specialist,solver,15,3.4907871874999996,2.7237809375,8.648467812499998,1,1,-0.24810630030470837,-0.23971799467807337,-0.5059259027258753,-0.456132067148135,0.0,0.0,0.004165617168854415,0.0032777147262334537,0.0074433318950878685,0.009132489770327348,0.0,0.0
